"키","분류","명칭","주소","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0155","문화재유산|문화재구분|조형물|표석|갤러리/미술관","갤러리 현대","서울시 종로구 사간동 80","서울특별시","종로구","삼청동","02-734-6111~4","http://www.galleryhyundai.com","Y ","126.9798969000","37.5773258000"
"BE_IW10-0156","문화재유산|문화재구분|조형물|표석|갤러리/미술관","모란갤러리","서울시 종로구 관훈동 197-28 지하 1층","서울특별시","종로구","종로1.2.3.4가동","02-737-0057","http://www.moranmuseum.org/main.html","Y ","126.9854649000","37.5731065000"
"BE_IW10-0157","문화재유산|문화재구분|조형물|표석|갤러리/미술관","모인화랑","서울특별시 종로구 관훈동 192-11(신영빌딩1층)","서울특별시","종로구","종로1.2.3.4가동","02-739-9291~2","http://www.moingallery.co.kr","Y ","126.9847262000","37.5736757000"
"BE_IW10-0031","장소/위치|촬영장소","윤동주 시인의 언덕 [MBC 드라마 '운명처럼 널 사랑해'(2014)]","서울시 종로구 청운동 3-100","서울특별시","종로구","청운효자동","","http://www.imbc.com/broad/tv/drama/dlove/ ","Y ","126.9668414000","37.5919912000"
"BE_IW10-0032","장소/위치|촬영장소","카페모네 [MBC 드라마 <최고의 사랑(2011)>]","서울시 종로구 평창동 462-4","서울특별시","종로구","평창동","","http://www.imbc.com/broad/tv/drama/greatestlove/ ","Y ","126.9747910000","37.6123885000"
"BE_IW10-0033","장소/위치|촬영장소","백석동2길 31 [영화 ‘은교'(2012)] ","서울특별시 종로구 부암동 63","서울특별시","종로구","부암동","","","Y ","126.9698026000","37.5984038000"
"BE_IW10-0078","장소/위치|시설|민간시설|문화관/박물관/기념관","신문박물관","서울시 종로구 세종로 139 일민미술관 56층","서울특별시","종로구","사직동","02-2020-1830 1850","http://www.presseum.or.kr","Y ","126.9776683000","37.5695517000"
"BE_IW10-0079","장소/위치|시설|민간시설|문화관/박물관/기념관","경찰박물관","서울시 종로구 신문로2가 58","서울특별시","종로구","사직동","02-3150-3681","http://www.policemuseum.go.kr","Y ","126.9696697000","37.5690134000"
"BE_IW10-0158","문화재유산|문화재구분|조형물|표석|갤러리/미술관","토포하우스","서울특별시 종로구 관훈동 184 ","서울특별시","종로구","종로1.2.3.4가동","02-722-9883","http://www.topohaus.com","Y ","126.9844027000","37.5740936000"
"BE_IW10-0159","문화재유산|문화재구분|조형물|표석|갤러리/미술관","선화랑","서울시 종로구 인사동 184","서울특별시","종로구","종로1.2.3.4가동","02-734-0458","http://www.sungallery.co.kr","Y ","126.9856369000","37.5729699000"
"BE_IW10-0160","문화재유산|문화재구분|조형물|표석|갤러리/미술관","더 소호","서울시 종로구 필운동 90-1","서울특별시","종로구","사직동","02-722-1999","http://www.thesoho.co.kr","Y ","126.9692755000","37.5778954000"
"BE_IW10-0161","문화재유산|문화재구분|조형물|표석|갤러리/미술관","월전미술관","서울특별시 종로구 팔판동 35-1","서울특별시","종로구","삼청동","02-732-3777","","Y ","126.9815311000","37.5829635000"
"BE_IW10-0162","문화재유산|문화재구분|조형물|표석|갤러리/미술관","인사아트센터","서울시 종로구 관훈동 188","서울특별시","종로구","종로1.2.3.4가동","02-736-1020","http://www.ganaartgallery.com","Y ","126.9846029000","37.5738870000"
"BE_IW10-0163","문화재유산|문화재구분|조형물|표석|갤러리/미술관","종로갤러리","서울특별시 종로구 관훈동 44","서울특별시","종로구","종로1.2.3.4가동","02-737-0326","","Y ","126.9852050000","37.5743408000"
"BE_IW10-0164","문화재유산|문화재구분|조형물|표석|갤러리/미술관","광화랑","서울시 종로구 세종로 81-3","서울특별시","종로구","사직동","02-399-1151~1154","http://www.sejongpac.or.kr","Y ","126.9760754000","37.5722306000"
"BE_IW10-0034","장소/위치|촬영장소","경복궁 향원정 [MBC 해를 품은 달(2012)] ","서울시 종로구 세종로 1-1","서울특별시","종로구","청운효자동","","http://www.imbc.com/broad/tv/drama/sunNmoon ","Y ","126.9769632000","37.5806903000"
"BE_IW10-0035","장소/위치|촬영장소","낙산공원 [MBC 더킹투하츠(2012)]","서울 종로구 동숭동 산 2-10 ","서울특별시","종로구","이화동","","http://www.imbc.com/broad/tv/drama/king2hearts ","Y ","127.0044940000","37.5838167000"
"BE_IW10-0036","장소/위치|촬영장소","  파스텔 드 나따(Pastel de Nata) [SBS 상속자들(2013)]","서울시 종로구 안국동 175-57","서울특별시","종로구","삼청동","","","Y ","126.9837107000","37.5773893000"
"BE_IW10-0081","장소/위치|시설|민간시설|문화관/박물관/기념관","한상수 자수 박물관","서울시 종로구 가회동 11-32 가회새싹길 15","서울특별시","종로구","가회동","02-744-1545","http://www.hansangsoo.com","Y ","126.9856526000","37.5827384000"
"BE_IW10-0082","장소/위치|시설|민간시설|문화관/박물관/기념관","영인문학관","서울시 종로구 평창동 474-27","서울특별시","종로구","평창동","02-379-3182","http://www.young-in.kr/main/index.asp","Y ","126.9722711000","37.6143517000"
"BE_IW10-0165","문화재유산|문화재구분|조형물|표석|갤러리/미술관","성곡미술관","서울시 종로구 신문로2가 1-101","서울특별시","종로구","사직동","02-737-7650","http://www.sungkokmuseum.com","Y ","126.9700536000","37.5735038000"
"BE_IW10-0080","장소/위치|시설|민간시설|문화관/박물관/기념관","유금와당박물관","서울특별시 종로구 부암동 302-5","서울특별시","종로구","부암동","02-394-3451","http://www.yoogeum.org","Y ","126.9626533000","37.5936708000"
"BE_IW10-0166","문화재유산|문화재구분|조형물|표석|갤러리/미술관","토탈미술관","서울시 종로구 평창동 465-3","서울특별시","종로구","평창동","02-379-3994","http://www.totalmuseum.org","Y ","126.9759443000","37.6121075000"
"BE_IW10-0167","문화재유산|문화재구분|조형물|표석|갤러리/미술관","갤러리 도올","서울시 종로구 관훈동 192-18","서울특별시","종로구","종로1.2.3.4가동","02-739-1406","http://www.gallerydoll.com","Y ","126.9841714000","37.5730060000"
"BE_IW10-0168","문화재유산|문화재구분|조형물|표석|갤러리/미술관","백송화랑","서울시 종로구 관훈동 197-9(광능B/D 1층)","서울특별시","종로구","종로1.2.3.4가동","02-730-5824","http://www.artbaiksong.com","Y ","126.9853270000","37.5732968000"
"BE_IW10-0001","장소/위치|주요장소","동대문","","","","","","","Y ","",""
"BE_IW10-0002","장소/위치|주요장소","청계천 8경(볼거리)","","","","","","","Y ","",""
"BE_IW10-0037","장소/위치|촬영장소","학림다방 [SBS 별에서 온 그대(2013)]","서울특별시 종로구 명륜4가 94-2","서울특별시","종로구","혜화동","","http://program.sbs.co.kr/builder/programMainList.do?pgm_id=22000001041","Y ","127.0016508000","37.5819300000"
"BE_IW10-0038","장소/위치|촬영장소","청운공원 [SBS 드라마 <그 겨울 바람이 분다(2013)>]","서울시 종로구 청운동 7-4","서울특별시","종로구","청운효자동","","http://baramibunda.sbs.co.kr/","Y ","126.9664689000","37.5907647000"
"BE_IW10-0039","장소/위치|촬영장소","부암동 [SBS드라마 '찬란한 유산'(2009)]","서울특별시 종로구 부암동 ","서울특별시","종로구","부암동","","http://tv.sbs.co.kr/usan/ ","Y ","126.9640471000","37.5924399000"
"BE_IW10-0083","장소/위치|시설|민간시설|문화관/박물관/기념관","북촌동양문화박물관","서울시 종로구 삼청동 35-91","서울특별시","종로구","삼청동","02-723-0190","http://www.dymuseum.com","Y ","126.9835366000","37.5838703000"
"BE_IW10-0084","장소/위치|시설|민간시설|문화관/박물관/기념관","불교중앙박물관","서울특별시 종로구 견지동45","서울특별시","종로구","종로1.2.3.4가동","02-2011-1960~8","http://museum.buddhism.or.kr","Y ","126.9823368000","37.5739012000"
"BE_IW10-0109","장소/위치|시설|민간시설|문화관/박물관/기념관","국립민속박물관","서울특별시 종로구 세종로 1-1","서울특별시","종로구","청운효자동","02-3704-3114","http://www.nfm.go.kr","Y ","126.9769632000","37.5806903000"
"BE_IW10-0003","장소/위치|주요장소","청계천 8품(살거리)","","","","","","","Y ","",""
"BE_IW10-0040","장소/위치|촬영장소","경복궁 일민미술관 [영화 '내 여자 친구를 소개합니다'(2004)]","서울특별시 종로구 세종로 139","서울특별시","종로구","사직동","","","Y ","126.9776683000","37.5695517000"
"BE_IW10-0041","장소/위치|촬영장소","낙산공원과 창신동 쌍용아파트 주변 [KBS 드라마 ‘부자의탄생’(2010)]","서울특별시 종로구 창신동 702","서울특별시","종로구","창신3동","","","Y ","127.0140195000","37.5805173000"
"BE_IW10-0042","장소/위치|촬영장소","그린하우스 [SBS 드라마 '시크릿가든'(2010)]","서울시 종로구 평창동 512-7","서울특별시","종로구","평창동","","http://tv.sbs.co.kr/secretgarden/","Y ","126.9705299000","37.6105020000"
"BE_IW10-0085","장소/위치|시설|민간시설|문화관/박물관/기념관","화정박물관","서울특별시 종로구 평창동 273-1","서울특별시","종로구","평창동","02-2025-0114","http://www.hjmuseum.or.kr","Y ","126.9659835000","37.6046315000"
"BE_IW10-0110","장소/위치|시설|민간시설|문화관/박물관/기념관","국립고궁박물관","서울시 종로구 세종로 1-57","서울특별시","종로구","청운효자동","02-3701-7500","http://www.gogung.go.kr","Y ","126.9767338000","37.5764273000"
"BE_IW10-0111","장소/위치|시설|민간시설|문화관/박물관/기념관","한무숙문학관","종로구 명륜1가 33-100","서울특별시","종로구","혜화동","02-762-3093","http://www.hahnmoosook.com","Y ","126.9985908000","37.5877952000"
"BE_IW10-0004","장소/위치|주요장소","청계천 8미(먹거리)","","","","","","","Y ","",""
"BE_IW10-0056","장소/위치|시설|민간시설","종로(귀금속 약국상가)","","","","","","","Y ","",""
"BE_IW10-0208","장소/위치|시설|민간시설|공연장","껌아트홀","종로구 동숭동 1-33번지 21C빌딩 5층","서울특별시","종로구","이화동","02-766-2022","http://www.ggumart.com","Y ","127.0021477000","37.5827140000"
"BE_IW10-0209","장소/위치|시설|민간시설|공연장","낙산씨어터","종로구 혜화동 201번지 지하","서울특별시","종로구","혜화동","02-3676-5551","","Y ","127.0025623000","37.5836856000"
"BE_IW10-0210","장소/위치|시설|민간시설|공연장","아트스페이스 악어","종로구 명륜동 2가 21-12 악어재 1층","서울특별시","종로구","종로1.2.3.4가동","02-766-2555","","Y ","127.0005765000","37.5837647000"
"BE_IW10-0211","장소/위치|시설|민간시설|공연장","아트문씨어터","종로구 명륜동 3가 140-4번지 태연 빌딩 지하 1층","서울특별시","종로구","혜화동","02-745-8960","http://blog.naver.com/ellip77?Redirect=Log&logNo=60050220660","Y ","126.9969592000","37.5830700000"
"BE_IW10-0212","장소/위치|시설|민간시설|공연장","아츠플레이씨어터1관2관","종로구 동숭동 1-58","서울특별시","종로구","이화동","02-747-4702","","Y ","127.0025176000","37.5822992000"
"BE_IW10-0213","장소/위치|시설|민간시설|공연장","아쉬레문화센터","종로구 동숭동 1-132","서울특별시","종로구","이화동","02-744-0456","","Y ","127.0034997000","37.5801274000"
"BE_IW10-0214","장소/위치|시설|민간시설|공연장","아름다운 극장","명륜동2가 8-9","서울특별시","종로구","이화동","02-946-0502","","Y ","127.0000335000","37.5847132000"
"BE_IW10-0043","장소/위치|촬영장소","계동길 [MBC 반짝반짝 빛나는(2011)]","서울특별시 종로구 계동 79-8 ","서울특별시","종로구","가회동","","http://www.imbc.com/broad/tv/drama/shining","Y ","126.9866683000","37.5803116000"
"BE_IW10-0044","장소/위치|촬영장소","이화동 벽화마을 [SBS 옥탑방 왕세자(2012)] ","서울특별시 종로구 이화동 9-419","서울특별시","종로구","이화동","","http://tv.sbs.co.kr/okprince/ ","Y ","127.0072663000","37.5781516000"
"BE_IW10-0045","장소/위치|촬영장소","대오서점 [KBS 드라마 <상어(2013)>]","서울시 종로구 누하동 33","서울특별시","종로구","청운효자동","","","Y ","126.9693362000","37.5797358000"
"BE_IW10-0086","장소/위치|시설|민간시설|문화관/박물관/기념관","춘원당 한방박물관","서울특별시 종로구 낙원동 154","서울특별시","종로구","종로1.2.3.4가동","02-3672-2005","http://www.cwdmuseum.com","Y ","126.9902811000","37.5716027000"
"BE_IW10-0112","장소/위치|시설|민간시설|문화관/박물관/기념관","한국 현대의상 박물관","서울시 종로구 충신동 55-1 수진빌딩 9-10층","서울특별시","종로구","종로5.6가동","02-734-7340","http://www.kmmc.or.kr","Y ","127.0055357000","37.5754801000"
"BE_IW10-0113","장소/위치|시설|민간시설|문화관/박물관/기념관","가회박물관","서울특별시 종로구 가회동 11-103","서울특별시","종로구","가회동","02-741-0466","http://www.gahoemuseum.org","Y ","126.9856623000","37.5821369000"
"BE_IW10-0114","장소/위치|시설|민간시설|문화관/박물관/기념관","한국현대시박물관","서울 종로구 명륜 1가 42번지","서울특별시","종로구","혜화동","02-744-0130","http://www.poem.ac","Y ","126.9989147000","37.5865497000"
"BE_IW10-0005","장소/위치|주요장소","청운공원","서울특별시 종로구 청운동 산4번지","서울특별시","종로구","청운효자동","","","Y ","126.9672486000","37.5905601000"
"BE_IW10-0046","장소/위치|촬영장소","김종영미술관 [MBC 드라마 <최고의 사랑(2011)>]","서울특별시 종로구 평창동 114-8","서울특별시","종로구","평창동","02-3217-6484 ","http://www.imbc.com/broad/tv/drama/greatestlove/ ","Y ","126.9776575000","37.6130429000"
"BE_IW10-0047","장소/위치|촬영장소","삼청공원 [SBS 드라마 <별에서 온 그대(2013)>]","서울시 종로구 삼청동 2","서울특별시","종로구","삼청동","","http://program.sbs.co.kr/builder/programMainList.do?pgm_id=22000001041","Y ","126.9808095000","37.5885407000"
"BE_IW10-0048","장소/위치|촬영장소","백석동길 124 [MBC 드라마 ‘스캔들:매우 충격적이고 부도덕한 사건’ (2013)]","서울특별시 종로구 부암동 100-22","서울특별시","종로구","부암동","","http://www.imbc.com/broad/tv/drama/scd/ ","Y ","126.9693549000","37.5959344000"
"BE_IW10-0087","장소/위치|시설|민간시설|문화관/박물관/기념관","체신기념관","서울시 종로구 견지동 39-7","서울특별시","종로구","종로1.2.3.4가동","02-734-8369","","Y ","126.9826182000","37.5744559000"
"BE_IW10-0088","장소/위치|시설|민간시설|문화관/박물관/기념관","조세박물관","서울시 종로구 수송동 104 국세청 신청사 별관 1층","서울특별시","종로구","종로1.2.3.4가동","02-397-1633~6","http://www.nts.go.kr/museum/index.asp","Y ","126.9798861000","37.5741370000"
"BE_IW10-0115","장소/위치|시설|민간시설|문화관/박물관/기념관","가톨릭대학교 전례박물관","서울시 종로구 혜화동 90-1 가톨릭대학교 성신교정 성신관내 1?2?3?4층","서울특별시","종로구","혜화동","02-740-9707","http://museum.catholic.ac.kr/index.jsp","Y ","127.0037658000","37.5859908000"
"BE_IW10-0006","장소/위치|주요장소","사직근린공원","서울특별시 종로구 사직동 산1-10","서울특별시","종로구","사직동","","","Y ","126.9681422000","37.5767822000"
"BE_IW10-0007","장소/위치|주요장소","북악스카이웨이","서울시 종로구 평창동 산6-2","서울특별시","종로구","평창동","","","Y ","126.9821995000","37.6076042000"
"BE_IW10-0049","장소/위치|촬영장소","용정 [MBC 드라마 '왔다! 장보리'(2014)]","서울시 종로구 원서동 136-3","서울특별시","종로구","가회동","02-747-3000","http://www.imbc.com/broad/tv/drama/jangbori/ ","Y ","126.9885806000","37.5794631000"
"BE_IW10-0050","장소/위치|촬영장소","산모퉁이카페 [MBC 드라마‘커피프린스1호점'(2007)]","서울시 종로구 부암동 97-5","서울특별시","종로구","부암동","","http://www.imbc.com/broad/tv/drama/coffeeprince/index.html ","Y ","126.9679640000","37.5954183000"
"BE_IW10-0051","장소/위치|촬영장소","운경재단 [MBC 드라마 '왔다! 장보리'(2014)] ","서울특별시 종로구 사직동 1-57","서울특별시","종로구","사직동"," 02-737-1710","http://www.imbc.com/broad/tv/drama/jangbori/ ","Y ","126.9665334000","37.5749349000"
"BE_IW10-0089","장소/위치|시설|민간시설|문화관/박물관/기념관","짚풀생활사박물관","서울시 종로구 명륜2가 8-4","서울특별시","종로구","혜화동","02-743-8787~8","http://www.zipul.co.kr","Y ","126.9998511000","37.5849195000"
"BE_IW10-0090","장소/위치|시설|민간시설|문화관/박물관/기념관","인문학 박물관","서울특별시 종로구 계동 1번지  중앙고등학교 내 인문학박물관","서울특별시","종로구","가회동","02-747-6688","http://www.kmoh.org","Y ","126.9864633000","37.5843579000"
"BE_IW10-0008","장소/위치|주요장소","장미계단","서울시 종로구 수송동 146-2","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9792620000","37.5729289000"
"BE_IW10-0009","장소/위치|주요장소","청와대 사랑채","서울특별시 종로구 효자동 152","서울특별시","종로구","청운효자동","02-723-0300"," http://www.cwdsarangchae.kr","Y ","126.9732577000","37.5826171000"
"BE_IW10-0010","장소/위치|주요장소","낙산근린공원","서울특별시 종로구 동숭동 산2-10","서울특별시","종로구","이화동","","","Y ","127.0044940000","37.5838167000"
"BE_IW10-0052","장소/위치|촬영장소","710 언어더맨 [KBS 직장의 신(2013)] ","서울특별시 종로구 부암동 239-9 ","서울특별시","종로구","부암동","","http://www.kbs.co.kr/drama/misskim/","Y ","126.9663750000","37.5937565000"
"BE_IW10-0053","장소/위치|촬영장소","여랑재 [MBC 드라마 '개인의취향'(2010)]","서울특별시 종로구 가회동 156","서울특별시","종로구","가회동","","","Y ","126.9847947000","37.5801110000"
"BE_IW10-0054","장소/위치|시설|구립시설","박노수미술관","서울 종로구 옥인동 168-2 7호","서울특별시","종로구","청운효자동","02-2148-4171","","Y ","126.9667572000","37.5813721000"
"BE_IW10-0055","장소/위치|시설|구립시설","윤동주문학관","서울특별시 종로구 창의문로 119 ","서울특별시","종로구","청운효자동","02-2148-4175","http://www.yundongju.or.kr","Y ","126.9670686000","37.5920969000"
"BE_IW10-0202","장소/위치|시설|민간시설|공연장","1m클래식아트홀","종로구 동숭동 1-5 동숭아트센터 407호","서울특별시","종로구","이화동","02-766-0884 743-5001","http://www.playingcenter.com/03_G_10.htm","Y ","127.0037106000","37.5836832000"
"BE_IW10-0203","장소/위치|시설|민간시설|공연장","SM스타홀","종로구 동숭동 1-96 승근빌딩 지하1층","서울특별시","종로구","이화동","02-747-2070 2090","","Y ","127.0037140000","37.5816082000"
"BE_IW10-0204","장소/위치|시설|민간시설|공연장","PMC대학로 자유극장","종로구 동숭동 1-45 자유빌딩","서울특별시","종로구","이화동","02-739-8288","http://www.i-pmc.co.kr/theaterinfo/free.asp","Y ","127.0036117000","37.5827718000"
"BE_IW10-0091","장소/위치|시설|민간시설|문화관/박물관/기념관","어린이민속박물관","서울특별시 종로구 세종로 1-1","서울특별시","종로구","청운효자동","02-3704-4540","http://www.kidsnfm.go.kr","Y ","126.9769632000","37.5806903000"
"BE_IW10-0092","장소/위치|시설|민간시설|문화관/박물관/기념관","쉼박물관","서울시 종로구 홍지동 36-20","서울특별시","종로구","부암동","02-396-9277 02-391-2765","http://www.shuim.org","Y ","126.9556804000","37.5995016000"
"BE_IW10-0116","장소/위치|시설|민간시설|문화관/박물관/기념관","상명아트센터","서울특별시 종로구 홍지동 7","서울특별시","종로구","부암동","02-2287-7186~7","http://www.smarts.or.kr","Y ","126.9550229000","37.6028282000"
"BE_IW10-0117","장소/위치|시설|민간시설|문화관/박물관/기념관","상명대 박물관","서울특별시 종로구 평창동 577-7번지 B동","서울특별시","종로구","평창동","02-781-7920","http://museum.smu.ac.kr","Y ","126.9759660000","37.6105555000"
"BE_IW10-0118","장소/위치|시설|민간시설|청소년수련원","한국청소년 수련시설 협회","서울시 종로구 이화동 97-4","서울특별시","종로구","이화동","02-766-9363","http://www.youthnet.or.kr","Y ","127.0046697000","37.5761237000"
"BE_IW10-0119","장소/위치|시설|민간시설|도서관","가톨릭대학교 성신교정 도서관","서울특별시 종로구 혜화동 90-1","서울특별시","종로구","혜화동","02-740-9720?1","http://lib.catholic.ac.kr","Y ","127.0037658000","37.5859908000"
"BE_IW10-0120","장소/위치|시설|민간시설|도서관","종로구립 작은도서관(13개소)","서울특별시 종로구 (전지역)","서울특별시","종로구","종로1.2.3.4가동","02-2148-3932","http://lib.jongno.go.kr","Y ","126.9796420000","37.5730330000"
"BE_IW10-0121","장소/위치|시설|민간시설|도서관","종로도서관","서울시 종로구 사직동 1-28","서울특별시","종로구","사직동","02-721-0711~6","http://jnlib.sen.go.kr","Y ","126.9672703000","37.5759436000"
"BE_IW10-0011","장소/위치|주요장소","시인의 언덕","서울시 종로구 청운동 7번지","서울특별시","종로구","청운효자동","","","Y ","126.9661694000","37.5891677000"
"BE_IW10-0012","장소/위치|주요장소","[이화동]이화벽화마을","서울특별시 종로구 이화동 9-419 ","서울특별시","종로구","이화동","02-2148-5303~4","","Y ","127.0072115000","37.5778598000"
"BE_IW10-0057","장소/위치|시설|민간시설|문화센터","광화문한국문화센터","서울특별시 종로구 신문로1가 31 덕수빌딩 4층","서울특별시","종로구","사직동","02-737-0621~2","http://www.yeshanc.com","Y ","126.9742559000","37.5704258000"
"BE_IW10-0058","장소/위치|시설|민간시설|문화센터","동숭아트센터","서울특별시 종로구 동숭동 1-5","서울특별시","종로구","이화동","02-766-3390","http://www.dsartcenter.co.kr","Y ","127.0037106000","37.5836832000"
"BE_IW10-0059","장소/위치|시설|민간시설|문화센터","서울노인복지센터","서울시 종로구 경운동 90-3","서울특별시","종로구","종로1.2.3.4가동","02-739-9501~3","http://www.seoulnoin.or.kr","Y ","126.9856233000","37.5760011000"
"BE_IW10-0093","장소/위치|시설|민간시설|문화관/박물관/기념관","쇳대박물관","서울시 종로구 동숭동 187-8","서울특별시","종로구","이화동","02-766-6494","http://www.lockmuseum.org","Y ","127.0046646000","37.5798116000"
"BE_IW10-0094","장소/위치|시설|민간시설|문화관/박물관/기념관","세계장신구박물관","서울특별시 종로구 화동 75-3","서울특별시","종로구","삼청동","02-730-1610","http://www.wjmuseum.com","Y ","126.9818122000","37.5809821000"
"BE_IW10-0122","장소/위치|시설|민간시설|도서관","교육정보디지털도서관","서울시 종로구 세종로 77-6 정부서울청사 교육부","서울특별시","종로구","사직동","02-2100-6117","http://library.mest.go.kr","Y ","126.9754237000","37.5748480000"
"BE_IW10-0123","장소/위치|시설|민간시설|도서관","정독도서관","서울특별시 종로구 화동 2","서울특별시","종로구","삼청동","02-2011-5799","http://jdlib.sen.go.kr","Y ","126.9831241000","37.5807844000"
"BE_IW10-0124","장소/위치|시설|민간시설|도서관","서울시립어린이도서관","서울시 종로구 사직동 1-28","서울특별시","종로구","사직동","02-731-2300","http://www.childrenlib.go.kr","Y ","126.9672703000","37.5759436000"
"BE_IW10-0125","문화재유산|문화재구분|조형물|표석|갤러리/미술관","동덕아트갤러리","서울시 종로구 관훈동 151-8 동덕빌딩 B1","서울특별시","종로구","종로1.2.3.4가동","02-732-6458","http://www.gallerydongduk.com","Y ","126.9831904000","37.5750317000"
"BE_IW10-0126","문화재유산|문화재구분|조형물|표석|갤러리/미술관","pkm갤러리","서울시 종로구 화동 137-1","서울특별시","종로구","삼청동","02-734-9467~8","http://www.pkmgallery.com","Y ","126.9826982000","37.5790477000"
"BE_IW10-0013","장소/위치|주요장소","종로타워","서울시 종로구 종로2가 6번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9838679000","37.5704510000"
"BE_IW10-0014","장소/위치|주요장소","목련이 가장 빨리(?) 피는 곳","서울시 종로구 수송동 146-2","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9792620000","37.5729289000"
"BE_IW10-0020","장소/위치|촬영장소","삼청동 [영화 '사랑니'(2005)]","서울특별시 종로구 계동 105","서울특별시","종로구","가회동","","http://www.sarangni.co.kr","Y ","126.9864295000","37.5790692000"
"BE_IW10-0021","장소/위치|촬영장소","질시루 [SBS 드라마 '황금 신부'(2007)]","서울특별시 종로구 와룡동 164-2","서울특별시","종로구","종로1.2.3.4가동","","http://www.jilsr.com ","Y ","126.9906319000","37.5749057000"
"BE_IW10-0060","장소/위치|시설|민간시설|문화센터","풀잎 문화센터 종로지부","서울특별시 종로구 종로3가 16번지 고영빌딩 6층 607호","서울특별시","종로구","종로1.2.3.4가동","02-763-5579744-5579","http://jongro.pulib.com","Y ","126.9911999000","37.5706616000"
"BE_IW10-0061","장소/위치|시설|민간시설|문화센터","종로종합사회복지관","서울특별시 종로구 창신2동 23-344","서울특별시","종로구","창신3동","02-766-8282","http://www.jongno.or.kr/","Y ","127.0123574000","37.5772068000"
"BE_IW10-0062","장소/위치|시설|민간시설|문화센터","청소년문화센터","서울특별시 종로구 명륜동3가 1-1042","서울특별시","종로구","혜화동","02-3675-1318","http://www.ijongno.co.kr","Y ","126.9933773000","37.5906337000"
"BE_IW10-0063","장소/위치|시설|민간시설|문화센터","동부여성문화센터","서울특별시 종로구 창신2동 596-2","서울특별시","종로구","창신2동","02-3675-5861731-0649","http://www.ijongno.co.kr","Y ","127.0099877000","37.5769475000"
"BE_IW10-0095","장소/위치|시설|민간시설|문화관/박물관/기념관","서울역사박물관","서울시 종로구 신문로2가 2-1","서울특별시","종로구","사직동","02-724-0114","http://www.museum.seoul.kr","Y ","126.9688348000","37.5707649000"
"BE_IW10-0096","장소/위치|시설|민간시설|문화관/박물관/기념관","성균관대학교 박물관","서울시 종로구 명륜3가 53","서울특별시","종로구","혜화동","02-760-1216~7","http://wiz.skku.edu/museum","Y ","126.9957415000","37.5858106000"
"BE_IW10-0097","장소/위치|시설|민간시설|문화관/박물관/기념관","서울대병원 의학박물관","서울특별시 종로구 연건동 28-2 (서울대학교병원내)","서울특별시","종로구","이화동","02-2072-26356","http://www.medicalmuseum.org","Y ","127.0006005000","37.5805685000"
"BE_IW10-0127","문화재유산|문화재구분|조형물|표석|갤러리/미술관","일민미술관","서울시 종로구 세종로 139","서울특별시","종로구","사직동","02-2020-2055","http://www.ilmin.org","Y ","126.9776683000","37.5695517000"
"BE_IW10-0128","문화재유산|문화재구분|조형물|표석|갤러리/미술관","아트사이드","서울시 종로구 통의동 33","서울특별시","종로구","사직동","02-725-1020","http://www.artside.org/","Y ","126.9729516000","37.5782750000"
"BE_IW10-0129","문화재유산|문화재구분|조형물|표석|갤러리/미술관","세종문화회관 미술관","서울특별시 종로구 세종로 81-3","서울특별시","종로구","사직동","02-399-1512~4","http://www.sejongpac.or.kr","Y ","126.9760754000","37.5722306000"
"BE_IW10-0015","장소/위치|주요장소","인왕산 청운지구","","","","","","","Y ","",""
"BE_IW10-0016","장소/위치|주요장소","북악팔각정","서울 종로구 평창동 산6-17","서울특별시","종로구","평창동","","","Y ","126.9807535000","37.6019212000"
"BE_IW10-0064","장소/위치|시설|민간시설|문화센터","가나아트센터","서울특별시 종로구 평창동 97","서울특별시","종로구","평창동","02-720-1020","http://www.ganaart.com","Y ","126.9751895000","37.6122360000"
"BE_IW10-0065","장소/위치|시설|민간시설|문화센터","올림픽 기념 국민생활관","서울특별시 종로구  혜화동 1-21","서울특별시","종로구","혜화동","02-745-6701~5","http://www.ijongno.co.kr","Y ","126.9988431000","37.5903653000"
"BE_IW10-0066","장소/위치|시설|민간시설|문화센터","운현궁 문화센터","서울특별시 종로구 운니동 114-10","서울특별시","종로구","종로1.2.3.4가동","02-766-9090","http://www.unhyeongung.or.kr","Y ","126.9871246000","37.5761263000"
"BE_IW10-0098","장소/위치|시설|민간시설|문화관/박물관/기념관","서울교육박물관"," 서울특별시 종로구 화동 2","서울특별시","종로구","삼청동","02-736-2859","http://www.edumuseum.seoul.kr","Y ","126.9831241000","37.5807844000"
"BE_IW10-0099","장소/위치|시설|민간시설|문화관/박물관/기념관","서울대 치의학 박물관","서울특별시 종로구 연건동 28-2 서울대학교치과대학 본관 1층","서울특별시","종로구","이화동","02-740-8799","http://www.dentmuseum.or.kr","Y ","127.0006005000","37.5805685000"
"BE_IW10-0100","장소/위치|시설|민간시설|문화관/박물관/기념관","명인 박물관","서울특별시 종로구 가회동 208-7","서울특별시","종로구","가회동","02-766-0272","","Y ","126.9852012000","37.5801787000"
